source_page,source_column,source_store_area_sqm,source_open_year,source_open_month,source_name,corrected_name,corrected_prefecture,corrected_municipality,corrected_open_year,corrected_open_month,address,notes
15,right,24500,1994,4,,ATC O's(アジア太平洋トレードセンターオズ),大阪府,大阪市住之江区,,,大阪府大阪市住之江区南港北2丁目1-10,google_maps_name_search
5,left,24497,2020,12,,トコトコスクエア,埼玉県,所沢市,,,埼玉県所沢市東町5-22,google_maps_name_search|prefecture_municipality_corrected
14,right,24409,2000,9,,イオン長浜ショッピングセンター,滋賀県,長浜市,,,滋賀県長浜市山階町271-1,google_maps_name_search
8,right,24356,2003,7,,ザ・ビッグ昭島店,東京都,昭島市,,,東京都昭島市宮沢町500-1,google_maps_name_search|partial_name_match|ocr_name_corrected
4,left,24293,1999,11,,パルナ稲敷ショッピングセンター,茨城県,稲敷市,,,茨城県稲敷市西代1495,google_maps_name_search|partial_name_match
10,right,24293,1993,7,,イオン新潟東店,新潟県,新潟市東区,,,新潟県新潟市東区大形本町3丁目1-2,google_maps_name_search
10,right,24273,2000,11,,アピタパワー新潟亀田店,新潟県,新潟市江南区,,,新潟県新潟市江南区鵜ノ子4丁目466,google_maps_name_search|partial_name_match|ocr_name_corrected
17,right,24185,2005,10,,ブルメールHAT神戸,兵庫県,神戸市中央区,,,兵庫県神戸市中央区脇浜海岸通2丁目2-2,google_maps_name_search|prefecture_municipality_corrected
9,left,24126,1991,9,,イオン金沢八景店,神奈川県,横浜市金沢区,,,神奈川県横浜市金沢区泥亀1丁目27-1,google_maps_name_search
16,left,24086,1979,10,,吹田さんくす,大阪府,吹田市,,,大阪府吹田市朝日町2,google_maps_name_search
16,left,24078,2017,4,,SENRITOよみうり(センリトよみうり),大阪府,豊中市,,,大阪府豊中市新千里東町1丁目1-3,google_maps_name_search
6,left,24063,2000,12,,ハイパーモールMERX新習志野(ハイパーモールメルクス新習志野),千葉県,習志野市,,,千葉県習志野市茜浜2丁目2-1,google_maps_name_search
20,left,24000,2008,11,,ゆめタウン三豊,香川県,三豊市,,,香川県三豊市豊中町本山甲22,google_maps_name_search|partial_name_match|ocr_name_corrected
3,right,23991,1999,3,,サプラスクエアサプラ,茨城県,龍ケ崎市,,,茨城県龍ケ崎市小柴5丁目1-2,google_maps_name_search
8,left,23800,2022,9,,スーパービバホーム八王子多摩美大前店,東京都,八王子市,,,東京都八王子市鑓水2丁目108-1,google_maps_name_search
11,left,23755,1980,4,,ショッピングシティ ベル,福井県,福井市,,,福井県福井市花堂南2丁目16-1,google_maps_name_search
13,right,23630,2017,9,,イオンスタイル豊田,愛知県,豊田市,,,愛知県豊田市広路町1丁目1,google_maps_name_search|partial_name_match|ocr_name_corrected
5,left,23600,2007,11,,三井ショッピングパーク ララガーデン春日部,埼玉県,春日部市,,,埼玉県春日部市南1丁目1-1,google_maps_name_search
7,left,23450,1986,11,,楽天地ビル(錦糸町PARCOほか),東京都,墨田区,,,東京都墨田区江東橋4丁目27-14,google_maps_name_search|prefecture_municipality_corrected
4,right,23416,2000,11,,熊谷片倉フィラチャー(イオン熊谷店),埼玉県,熊谷市,,,埼玉県熊谷市本石2丁目135,google_maps_name_search|partial_name_match|ocr_name_corrected
9,right,23364,2000,6,,イトーヨーカドー川崎店・LICOPA川崎,神奈川県,川崎市川崎区,,,神奈川県川崎市川崎区小田栄2丁目2-1,google_maps_name_search
7,right,23350,2011,3,,阪急大井町ガーデン,東京都,品川区,,,東京都品川区大井1丁目50-5,google_maps_name_search
9,right,23331,2000,11,,青葉台東急スクエア,神奈川県,横浜市青葉区,,,神奈川県横浜市青葉区青葉台2丁目1-1,google_maps_name_search|prefecture_municipality_corrected
13,left,23289,2015,12,,ビバモール名古屋南,愛知県,名古屋市南区,,,愛知県名古屋市南区豊田5丁目21-1,google_maps_name_search|prefecture_municipality_corrected
5,left,23090,2021,4,,ビバモール蕨錦町,埼玉県,蕨市,,,埼玉県蕨市錦町1丁目12-1,google_maps_name_search|partial_name_match|ocr_name_corrected
8,right,23026,1974,10,,グリナード永山1号館,東京都,多摩市,,,東京都多摩市永山1丁目4,google_maps_name_search
21,left,23019,2002,11,,ヨドバシ博多,福岡県,福岡市博多区,,,福岡県福岡市博多区博多駅中央街6-12,google_maps_name_search|prefecture_municipality_corrected
7,left,23000,2023,11,,麻布台ヒルズ,東京都,港区,,,東京都港区麻布台1丁目3-1,google_maps_name_search|prefecture_municipality_corrected
7,left,22990,2017,5,,丸井錦糸町店,東京都,墨田区,,,東京都墨田区江東橋3丁目9-10,google_maps_name_search|prefecture_municipality_corrected
7,left,22963,2025,9,,ニュウマン高輪,東京都,港区,,,東京都港区高輪2丁目21-1,google_maps_name_search|prefecture_municipality_corrected
21,left,22910,2007,7,,シュロアモール筑紫野,福岡県,筑紫野市,,,福岡県筑紫野市原田836-4,google_maps_name_search
15,left,22900,1995,3,,イオンモール北大路,京都府,京都市北区,,,京都府京都市北区小山北上総町49-1,google_maps_name_search|prefecture_municipality_corrected
7,right,22894,2002,10,,イオンスタイル品川シーサイド,東京都,品川区,,,東京都品川区東品川4丁目12-5,google_maps_name_search
7,left,22850,2005,8,,スーパービバホーム豊洲店,東京都,江東区,,,東京都江東区豊洲3丁目4-8,google_maps_name_search|prefecture_municipality_corrected
12,right,22846,1998,10,,パティオ・イオン袋井店,静岡県,袋井市,,,静岡県袋井市上山梨4丁目1-1,google_maps_name_search|partial_name_match|ocr_name_corrected
21,right,22770,2000,4,,イオンモール福岡,福岡県,粕屋町,,,福岡県糟屋郡粕屋町酒殿字老ノ木192-1,google_maps_name_search|partial_name_match|municipality_corrected
17,right,22758,1990,4,,イズミヤショッピングセンター西神戸,兵庫県,神戸市西区,,,兵庫県神戸市西区竜が岡1丁目21-1,google_maps_name_search|prefecture_municipality_corrected
5,right,22700,2000,10,,三井アウトレットパーク幕張,千葉県,千葉市美浜区,,,千葉県千葉市美浜区ひび野2丁目6-1,google_maps_name_search|partial_name_match|ocr_name_corrected
13,left,22700,2013,9,,イオンタウン名西,愛知県,名古屋市西区,,,愛知県名古屋市西区香呑町6丁目49-1,google_maps_name_search|prefecture_municipality_corrected
18,right,22643,1990,10,,米子しんまち天満屋,鳥取県,米子市,,,鳥取県米子市西福原2丁目1-10,google_maps_name_search|partial_name_match|ocr_name_corrected
21,left,22611,2000,3,,イオンマリナタウン店,福岡県,福岡市西区,,,福岡県福岡市西区豊浜3丁目1-10,google_maps_name_search
14,right,22585,2010,5,,イオンタウン津城山,三重県,津市,,,三重県津市久居小野辺町1130-7,google_maps_name_search
18,right,225510,2005,3,,スーパーセンターオークワ南紀店,和歌山県,新宮市,,,和歌山県新宮市佐野3丁目11-19,google_maps_name_search
6,left,166400,1981,4,,三井ショッピングパーク ららぽーとTOKYO-BAY,千葉県,船橋市,,,千葉県船橋市浜町2丁目1-1,google_maps_name_search
18,left,128000,2004,4,,イオンモール橿原,奈良県,橿原市,,,奈良県橿原市曲川町7丁目20-1,google_maps_name_search|partial_name_match|ocr_name_corrected
13,left,127000,2017,4,,JRセントラルタワーズ/JRゲートタワー,愛知県,名古屋市中村区,,,愛知県名古屋市中村区名駅1丁目1-4,google_maps_name_search|prefecture_municipality_corrected
16,left,115694,1978,11,,なんばCITY,大阪府,大阪市中央区,,,大阪府大阪市中央区難波5丁目1-60,google_maps_name_search|prefecture_municipality_corrected
13,left,101000,2009,4,,mozo ワンダーシティ,愛知県,名古屋市西区,,,愛知県名古屋市西区二方町40,google_maps_name_search|prefecture_municipality_corrected
8,left,100463,1992,6,,ルミネ池袋・東武百貨店池袋店,東京都,豊島区,,,東京都豊島区西池袋1丁目1-25,google_maps_name_search|prefecture_municipality_corrected
9,right,93000,2007,3,,三井ショッピングパーク ららぽーと横浜,神奈川県,横浜市都筑区,,,神奈川県横浜市都筑区池辺町4035-1,google_maps_name_search|partial_name_match|ocr_name_corrected
16,left,90747,2001,11,,ヨドバシカメラ マルチメディア梅田、LINKS UMEDA,大阪府,大阪市北区,,,大阪府大阪市北区大深町1-1,google_maps_name_search|prefecture_municipality_corrected
5,left,90000,2008,11,,モラージュ菖蒲,埼玉県,久喜市,,,埼玉県久喜市菖蒲町菖蒲6005-1,google_maps_name_search|partial_name_match|ocr_name_corrected
3,right,84766,2008,10,,イーアスつくば,茨城県,つくば市,,,茨城県つくば市研究学園5丁目19,google_maps_name_search
4,right,76000,2003,12,,イオンモール太田,群馬県,太田市,,,群馬県太田市石原町81,google_maps_name_search
13,right,35000,2025,11,,三井アウトレットパーク 岡崎,愛知県,岡崎市,,,愛知県岡崎市舞木町金森200,google_maps_name_search|partial_name_match|ocr_name_corrected
12,right,22500,1980,11,,アピタ磐田店,静岡県,磐田市,,,静岡県磐田市今之浦3丁目1-11,google_maps_name_search|partial_name_match|ocr_name_corrected
21,right,22489,1995,4,,イオン大村ショッピングセンター,長崎県,大村市,,,長崎県大村市幸町25-200,google_maps_name_search
14,left,22300,1997,11,,イオン小牧店,愛知県,小牧市,,,愛知県小牧市東1丁目126,google_maps_name_search|partial_name_match|ocr_name_corrected
9,right,22252,1996,4,,W.A.Oこどものくにショッピングセンター(スーパー三和 子供の国店),神奈川県,横浜市青葉区,,,神奈川県横浜市青葉区奈良1丁目2-1,google_maps_name_search|partial_name_match|prefecture_municipality_corrected
18,right,22108,1982,8,,イズミヤショッピングセンター和歌山,和歌山県,和歌山市,,,和歌山県和歌山市新生町7-20,google_maps_name_search
11,left,22028,1994,3,,御旅屋セリオ,富山県,高岡市,,,富山県高岡市御旅屋町101,google_maps_name_search|partial_name_match|ocr_name_corrected
21,right,22000,2013,11,,させぼ五番街,長崎県,佐世保市,,,長崎県佐世保市新港町2-1,google_maps_name_search|partial_name_match|ocr_name_corrected
10,right,21923,1996,12,,イオン六日町店,新潟県,南魚沼市,,,新潟県南魚沼市余川3100,google_maps_name_search
18,right,21884,1990,6,,イオン米子駅前店,鳥取県,米子市,,,鳥取県米子市末広町311,google_maps_name_search
18,left,21880,1997,3,,アントレいこま1、近鉄百貨店生駒店,奈良県,生駒市,,,奈良県生駒市谷田町1600,google_maps_name_search|partial_name_match|ocr_name_corrected
5,left,21868,2003,6,,イオンスタイル入間,埼玉県,入間市,,,埼玉県入間市上藤沢462-1,google_maps_name_search
22,right,21823,2003,4,,イオン都城ショッピングセンター,宮崎県,都城市,,,宮崎県都城市早鈴町1990,google_maps_name_search
7,left,21805,2016,3,,GinzaNovo(ギンザノボ),東京都,中央区,,,東京都中央区銀座5丁目2-1,google_maps_name_search|prefecture_municipality_corrected
8,right,21740,2009,3,,アクウェルモール武蔵小金井,東京都,小金井市,,,東京都小金井市本町6丁目14-28,google_maps_name_search
5,right,21600,1990,11,,イオン稲毛店,千葉県,千葉市稲毛区,,,千葉県千葉市稲毛区小仲台1丁目4-20,google_maps_name_search
18,left,21600,2013,10,,RASPA西大和(ラスパ西大和),奈良県,北葛城郡上牧町,,,奈良県北葛城郡上牧町ささゆり台1丁目1-1,google_maps_name_search
4,left,21584,1985,11,,コムファーストショッピングセンター,栃木県,足利市,,,栃木県足利市朝倉町245,google_maps_name_search
16,right,21450,1998,2,,アル・プラザ香里園,大阪府,寝屋川市,,,大阪府寝屋川市日新町5-5,google_maps_name_search
14,left,21358,2000,3,,MEGAドン・キホーテUNY小牧店,愛知県,小牧市,,,愛知県小牧市堀の内3丁目15,google_maps_name_search
5,right,21285,2006,4,,フレスポ八潮,埼玉県,八潮市,,,埼玉県八潮市大瀬1丁目1-3,google_maps_name_search|partial_name_match|ocr_name_corrected|municipality_corrected
5,right,21265,2006,12,,カインズ川島インター店,埼玉県,比企郡川島町,,,埼玉県比企郡川島町上伊草210,google_maps_name_search
5,right,21200,2000,4,,SOCOLA南行徳(ソコラ南行徳),千葉県,市川市,,,千葉県市川市南行徳2丁目20-25,google_maps_name_search
7,left,21200,2007,3,,東京ミッドタウン,東京都,港区,,,東京都港区赤坂9丁目7-1,google_maps_name_search|prefecture_municipality_corrected
14,right,21200,2004,11,,MEGAドン・キホーテUNY鈴鹿店,三重県,鈴鹿市,,,三重県鈴鹿市南玉垣町3628,google_maps_name_search
7,right,21193,1981,9,,荻窪タウンセブン,東京都,杉並区,,,東京都杉並区上荻1丁目9-1,google_maps_name_search|partial_name_match|ocr_name_corrected
16,left,21100,1998,11,,HEP FIVE(ヘップファイブ),大阪府,大阪市北区,,,大阪府大阪市北区角田町5-15,google_maps_name_search|prefecture_municipality_corrected
21,left,21082,1994,6,,イオンスタイル笹丘,福岡県,福岡市中央区,,,福岡県福岡市中央区笹丘1丁目28-74,google_maps_name_search|prefecture_municipality_corrected
19,right,21015,1989,7,,イオン三原店,広島県,三原市,,,広島県三原市城町2丁目13-1,google_maps_name_search
9,right,20910,2005,9,,スーパービバホーム長津田店,神奈川県,横浜市緑区,,,神奈川県横浜市緑区長津田みなみ台4丁目6-1,google_maps_name_search|prefecture_municipality_corrected
22,right,20850,2000,10,,イオンタウン日向,宮崎県,日向市,,,宮崎県日向市日知屋字古田町61-1,google_maps_name_search
13,right,20845,2000,10,,アピタ刈谷店,愛知県,刈谷市,,,愛知県刈谷市南桜町2丁目56-1,google_maps_name_search|partial_name_match|ocr_name_corrected
3,left,20736,1997,11,,イオン山形北ショッピングセンター,山形県,山形市,,,山形県山形市馬見ケ崎2丁目12-19,google_maps_name_search
13,right,20726,1999,6,,アピタパワー木曽川店,愛知県,一宮市,,,愛知県一宮市木曽川町黒田八ノ通51-4,google_maps_name_search|partial_name_match|ocr_name_corrected
9,left,20710,1999,9,,VITA MALL SEISEKI(ヴィータモールせいせき),東京都,多摩市,,,東京都多摩市関戸4丁目72,google_maps_name_search|prefecture_municipality_corrected
10,right,20663,1998,10,,フェアモールアピタ富山東店,富山県,富山市,,,富山県富山市上冨居3丁目8-38,google_maps_name_search|partial_name_match|ocr_name_corrected
20,left,20654,1999,7,,フジグラン丸亀,香川県,丸亀市,,,香川県丸亀市川西町南1280-1,google_maps_name_search|partial_name_match|ocr_name_corrected
12,left,20631,2000,9,,アピタ各務原店,岐阜県,各務原市,,,岐阜県各務原市鵜沼各務原町8丁目7-1,google_maps_name_search
3,left,20610,1999,3,,イオン東根店,山形県,東根市,,,山形県東根市さくらんぼ駅前3丁目7-15,google_maps_name_search
10,left,20586,2006,6,,ホームセンターコーナン相模原小山店,神奈川県,相模原市中央区,,,神奈川県相模原市中央区小山3丁目37-1,google_maps_name_search|prefecture_municipality_corrected
6,left,20434,1998,11,,MEGAドン・キホーテUNY市原店,千葉県,市原市,,,千葉県市原市青柳北1丁目1,google_maps_name_search
19,right,20400,1999,3,,フジグラン宇部,山口県,宇部市,,,山口県宇部市明神町3丁目1-1,google_maps_name_search|partial_name_match|ocr_name_corrected
4,left,20399,1998,10,,イオン今市店,栃木県,日光市,,,栃木県日光市豊田79-1,google_maps_name_search
12,left,20242,2000,12,,MEGAドン・キホーテUNY美濃加茂店,岐阜県,美濃加茂市,,,岐阜県美濃加茂市野笹町2丁目5-65,google_maps_name_search
21,right,20232,1999,9,,イオン唐津ショッピングセンター,佐賀県,唐津市,,,佐賀県唐津市鏡字立神4671,google_maps_name_search|partial_name_match|ocr_name_corrected
22,right,20208,1991,4,,パレットくもじ,沖縄県,那覇市,,,沖縄県那覇市久茂地1丁目1-1,google_maps_name_search|partial_name_match|ocr_name_corrected
21,left,20194,1989,3,,ソラリアプラザ,福岡県,福岡市中央区,,,福岡県福岡市中央区天神2丁目2-43,google_maps_name_search|prefecture_municipality_corrected
9,left,20185,2022,10,,イオン天王町ショッピングセンター,神奈川県,横浜市保土ケ谷区,,,神奈川県横浜市保土ケ谷区川辺町3-5,google_maps_name_search
6,left,20145,1981,10,,船橋ツインビル(イトーヨーカドー船橋店),千葉県,船橋市,,,千葉県船橋市本町7丁目6-1,google_maps_name_search
21,right,20133,2006,12,,イオン糸島ショッピングセンター,福岡県,糸島市,,,福岡県糸島市志摩津和崎29-1,google_maps_name_search|partial_name_match|ocr_name_corrected
12,right,20123,1999,5,,イオン清水店,静岡県,静岡市清水区,,,静岡県静岡市清水区上原1丁目6-16,google_maps_name_search|prefecture_municipality_corrected
16,left,20120,2025,3,,グラングリーン大阪 ショップ&レストラン南館,大阪府,大阪市北区,,,大阪府大阪市北区大深町5-54,google_maps_name_search|prefecture_municipality_corrected
21,left,20107,1997,3,,アクロスモール春日,福岡県,春日市,,,福岡県春日市春日5丁目17,google_maps_name_search
8,right,20094,2010,10,,島忠ホームズ仙川店,東京都,調布市,,,東京都調布市若葉町2丁目1-7,google_maps_name_search|partial_name_match|ocr_name_corrected
9,left,20000,2023,12,,CeeU Yokohama(スィーユーヨコハマ),神奈川県,横浜市西区,,,神奈川県横浜市西区南幸2丁目16-1,google_maps_name_search
16,left,20000,2004,11,,ハービスPLAZA ENT(ハービスプラザ エント),大阪府,大阪市北区,,,大阪府大阪市北区梅田2丁目2-22,google_maps_name_search|prefecture_municipality_corrected
22,left,20000,2021,3,,サンリーカリーノ菊陽,熊本県,菊陽町,,,熊本県菊池郡菊陽町津久礼2422-4,google_maps_name_search
14,left,19990,2008,4,,リソラ大府 ショッピングテラス,愛知県,大府市,,,愛知県大府市柊山町1丁目98,google_maps_name_search
11,right,19860,1987,12,,アル・プラザ アミ,福井県,坂井市,,,福井県坂井市春江町随応寺第16号11,google_maps_name_search
13,right,19849,2002,7,,アピタ岡崎北店,愛知県,岡崎市,,,愛知県岡崎市日名北町4-46,google_maps_name_search|partial_name_match|ocr_name_corrected
8,left,19800,1983,4,,リヴィンオズ大泉店,東京都,練馬区,,,東京都練馬区東大泉2丁目10-11,google_maps_name_search|prefecture_municipality_corrected
13,left,19786,1999,5,,イオン名古屋東店,愛知県,名古屋市名東区,,,愛知県名古屋市名東区猪子石原2丁目1701,google_maps_name_search|prefecture_municipality_corrected
13,left,19770,2004,11,,アピタ鳴海店,愛知県,名古屋市緑区,,,愛知県名古屋市緑区鳴海町字伝治山3-9,google_maps_name_search|partial_name_match|ocr_name_corrected|prefecture_municipality_corrected
16,left,19769,1994,10,,ラパーク岸和田,大阪府,岸和田市,,,大阪府岸和田市春木若松町21-1,google_maps_name_search
4,left,19689,2003,11,,MEGAドン・キホーテ ラパーク宇都宮店,栃木県,宇都宮市,,,栃木県宇都宮市馬場通り2丁目3-12,google_maps_name_search
19,right,19662,1997,3,,ゆめタウン大竹,広島県,大竹市,,,広島県大竹市晴海1丁目6-1,google_maps_name_search
8,right,19638,2004,4,,西友福生店,東京都,福生市,,,東京都福生市東町5-1,google_maps_name_search
4,left,19614,2005,8,,イオンタウン真岡,栃木県,真岡市,,,栃木県真岡市台町2668,google_maps_name_search
13,left,19540,2006,11,,イッツボナンザシティ ヨシヅヤ名古屋名西店,愛知県,名古屋市西区,,,愛知県名古屋市西区名西2丁目33-8,google_maps_name_search|partial_name_match|prefecture_municipality_corrected
22,right,19394,2000,11,,ニシムタ NsCITY谷山店(ニシムタエヌシティ谷山店),鹿児島県,鹿児島市,,,鹿児島県鹿児島市卸本町5番35号,google_maps_name_search
16,left,19329,1970,3,,せんちゅうパル,大阪府,豊中市,,,大阪府豊中市新千里東町1丁目3,google_maps_name_search|partial_name_match|ocr_name_corrected
10,right,19307,1984,9,,ショッパーズプラザ海老名,神奈川県,海老名市,,,神奈川県海老名市中央3丁目2-5,google_maps_name_search|prefecture_municipality_corrected
7,left,19306,1964,5,,ルミネエスト新宿,東京都,新宿区,,,東京都新宿区新宿3丁目38-1,google_maps_name_search|partial_name_match|prefecture_municipality_corrected
4,right,19235,2010,11,,パワーモールおおた,群馬県,太田市,,,群馬県太田市飯塚町656-1,google_maps_name_search
1,right,19230,1992,6,,ショッピングセンターメッセ(北見メッセ),北海道,北見市,,,北海道北見市中央三輪5丁目423-5,google_maps_name_search
15,left,19194,1982,4,,洛西ニュータウン・ショッピングセンター ラクセーヌ、高島屋洛西店,京都府,京都市西京区,,,京都府京都市西京区大原野東境谷町2丁目5-8,google_maps_name_search
18,left,19051,1993,4,,咲ランドショッピングセンター(イオン山崎店),兵庫県,宍粟市,,,兵庫県宍粟市山崎町中井字城下10,google_maps_name_search
7,right,19000,1969,11,,池袋PARCO,東京都,豊島区,,,東京都豊島区南池袋1丁目28-2,google_maps_name_search
9,right,19000,2018,4,,ジョイナステラス二俣川,神奈川県,横浜市旭区,,,神奈川県横浜市旭区二俣川2丁目50-14,google_maps_name_search|prefecture_municipality_corrected
5,left,18940,1998,3,,新越谷VARIE(新越谷ヴァリエ),埼玉県,越谷市,,,埼玉県越谷市南越谷1丁目11-4,google_maps_name_search
3,right,18909,1998,4,,笠間ショッピングセンターポレポレシティ(イオン笠間店),茨城県,笠間市,,,茨城県笠間市赤坂8,google_maps_name_search|partial_name_match|ocr_name_corrected
6,left,18871,2018,8,,Loharu津田沼(ロハル津田沼),千葉県,習志野市,,,千葉県習志野市谷津7丁目7-1,google_maps_name_search
11,right,18781,2011,3,,フォレストモール富士河口湖,山梨県,富士河口湖町,,,山梨県南都留郡富士河口湖町小立8017-1,google_maps_name_search
21,left,18767,2004,9,,BiVi福岡(ビビ福岡),福岡県,福岡市中央区,,,福岡県福岡市中央区渡辺通4丁目1-36,google_maps_name_search
8,right,18760,2009,3,,イトーヨーカドー武蔵小金井店,東京都,小金井市,,,東京都小金井市本町6丁目14-9,google_maps_name_search
16,left,18750,2004,4,,イトーヨーカドー津久野店,大阪府,堺市西区,,,大阪府堺市西区下田町20-1,google_maps_name_search
15,left,18707,1994,6,,ショッピングプラザ・アピア、アル・プラザ八日市,滋賀県,東近江市,,,滋賀県東近江市八日市浜野町3-1,google_maps_name_search|partial_name_match|ocr_name_corrected
18,left,18703,1996,11,,ゆめタウン丹波,兵庫県,丹波市,,,兵庫県丹波市氷上町本郷300,google_maps_name_search
21,left,18697,2020,3,,ブランチ博多パピヨンガーデン,福岡県,福岡市博多区,,,福岡県福岡市博多区千代1丁目2-1,google_maps_name_search|partial_name_match|ocr_name_corrected|prefecture_municipality_corrected
18,left,18657,1998,6,,ショッピングタウン アスパ高砂(イオン高砂店),兵庫県,高砂市,,,兵庫県高砂市緑丘2丁目1-40,google_maps_name_search
21,right,18560,2020,12,,ビバモール赤間,福岡県,宗像市,,,福岡県宗像市田久2丁目1-1,google_maps_name_search|partial_name_match|ocr_name_corrected
5,left,18520,1979,6,,サンシティ(越谷コミュニティプラザ),埼玉県,越谷市,,,埼玉県越谷市南越谷1丁目2876-1,google_maps_name_search
8,right,18520,2007,7,,ヨドバシ吉祥寺,東京都,武蔵野市,,,東京都武蔵野市吉祥寺本町1丁目19-1,google_maps_name_search
14,right,18519,1993,10,,グリーンプラザ大安(イオン大安店),三重県,いなべ市,,,三重県いなべ市大安町高柳1945,google_maps_name_search
5,left,18500,2018,3,,グランエミオ所沢,埼玉県,所沢市,,,埼玉県所沢市くすのき台1丁目14-5,google_maps_name_search|prefecture_municipality_corrected
4,right,18421,1996,3,,WATSU(ワッツ),埼玉県,さいたま市岩槻区,,,埼玉県さいたま市岩槻区本町3丁目2-5,google_maps_name_search
17,left,18400,2008,3,,御影クラッセ,兵庫県,神戸市東灘区,,,兵庫県神戸市東灘区御影中町3丁目2-1,google_maps_name_search|partial_name_match|ocr_name_corrected
14,right,18398,1996,4,,ショッピングセンターリバーナ(イオン名張店),三重県,名張市,,,三重県名張市元町376,google_maps_name_search
17,right,18300,2003,10,,イオンスタイル尼崎,兵庫県,尼崎市,,,兵庫県尼崎市次屋3丁目13-18,google_maps_name_search
11,left,18278,1992,12,,入善ショッピングセンター・コスモ21,富山県,入善町,,,富山県下新川郡入善町椚山1336,google_maps_name_search
5,left,18224,1988,10,,パトリア桶川店(おけがわマイン),埼玉県,桶川市,,,埼玉県桶川市若宮1丁目5-2,google_maps_name_search
11,left,18180,1991,3,,金沢百番街,石川県,金沢市,,,石川県金沢市木ノ新保町1-1,google_maps_name_search
17,right,18147,2002,12,,アマ・ドゥ,兵庫県,尼崎市,,,兵庫県尼崎市道意町7丁目1,google_maps_name_search
18,left,18099,1996,5,,やしろショッピングパークBio(イオン社店),兵庫県,加東市,,,兵庫県加東市社1126-1,google_maps_name_search
7,left,18072,2012,11,,浅草EKIMISE,東京都,台東区,,,東京都台東区花川戸1丁目4-1,google_maps_name_search|prefecture_municipality_corrected
11,left,18066,1979,4,,アピタ金沢店,石川県,金沢市,,,石川県金沢市中村町10-20,google_maps_name_search|partial_name_match|ocr_name_corrected
9,right,18051,2009,11,,サクラス戸塚,神奈川県,横浜市戸塚区,,,神奈川県横浜市戸塚区戸塚町4253-1,google_maps_name_search|partial_name_match|ocr_name_corrected|prefecture_municipality_corrected
9,right,18026,2014,9,,ホームセンターコーナン川崎小田店,神奈川県,川崎市川崎区,,,神奈川県川崎市川崎区小田栄2丁目3-1,google_maps_name_search
11,right,17980,1993,6,,イオン南松本店,長野県,松本市,,,長野県松本市双葉5-20,google_maps_name_search
6,left,17910,2015,11,,イオンタウン成田富里,千葉県,成田市,,,千葉県成田市東町133,google_maps_name_search
5,right,17890,2008,7,,GLOBO(グローボ)、ファッションスクエア蘇我,千葉県,千葉市中央区,,,千葉県千葉市中央区川崎町1-34,google_maps_name_search
11,right,17866,2000,2,,イトーヨーカドー甲府昭和店,山梨県,昭和町,,,山梨県中巨摩郡昭和町西条13-1,google_maps_name_search
12,right,17806,2002,11,,イオン焼津店,静岡県,焼津市,,,静岡県焼津市祢宜島555,google_maps_name_search
6,right,17792,1977,12,,ユアエルム八千代台店,千葉県,八千代市,,,千葉県八千代市八千代台東1丁目1-10,google_maps_name_search|partial_name_match|ocr_name_corrected
22,right,17725,1999,4,,イオン挾間ショッピングセンター,大分県,由布市,,,大分県由布市挾間町北方77,google_maps_name_search|partial_name_match|ocr_name_corrected
6,right,17712,2002,10,,フルルガーデン八千代,千葉県,八千代市,,,千葉県八千代市村上南1丁目4-1,google_maps_name_search|partial_name_match|ocr_name_corrected
8,left,17681,1993,6,,イトーヨーカドー八王子店,東京都,八王子市,,,東京都八王子市狭間町1462-1,google_maps_name_search|partial_name_match|ocr_name_corrected
4,right,17658,2014,7,,大宮RAKUUN(大宮ラクーン),埼玉県,さいたま市大宮区,,,埼玉県さいたま市大宮区宮町1丁目60,google_maps_name_search
8,left,17650,1985,3,,ルミネ北千住,東京都,足立区,,,東京都足立区千住旭町42-2,google_maps_name_search|prefecture_municipality_corrected
18,left,17642,1987,3,,アピア逆瀬川(アピア1、アピア2),兵庫県,宝塚市,,,兵庫県宝塚市逆瀬川1丁目11-1,google_maps_name_search
13,left,17534,1978,6,,清水屋藤ヶ丘店,愛知県,名古屋市守山区,,,愛知県名古屋市守山区森孝東1丁目509,google_maps_name_search|prefecture_municipality_corrected
22,right,17532,2003,3,,イオン名護ショッピングセンター,沖縄県,名護市,,,沖縄県名護市字名護見取川原4472,google_maps_name_search
6,right,17500,2022,4,,COTOE流山おおたかの森(コトエ流山おおたかの森),千葉県,流山市,,,千葉県流山市おおたかの森西1丁目15-3,google_maps_name_search|prefecture_municipality_corrected
14,left,17479,1991,4,,ピアーレ桃花台,愛知県,小牧市,,,愛知県小牧市古雅1丁目1,google_maps_name_search|partial_name_match|ocr_name_corrected
15,right,17449,2005,12,,イオン喜連瓜破ショッピングセンター,大阪府,大阪市平野区,,,大阪府大阪市平野区瓜破2丁目1-13,google_maps_name_search
14,left,17426,2002,10,,アピタ東海荒尾店,愛知県,東海市,,,愛知県東海市荒尾町山王前60,google_maps_name_search
17,left,17424,1995,4,,ダイエー神戸三宮店、三宮オーパ2,兵庫県,神戸市中央区,,,兵庫県神戸市中央区雲井通6丁目1-15,google_maps_name_search
4,right,17393,1982,6,,ルミネ大宮2,埼玉県,さいたま市大宮区,,,埼玉県さいたま市大宮区錦町630,google_maps_name_search
