source_page,source_column,source_store_area_sqm,source_open_year,source_open_month,source_name,corrected_name,corrected_prefecture,corrected_municipality,corrected_open_year,corrected_open_month,address,notes
10,right,8450,1991,4,,原信マーケットシティ村上,新潟県,村上市,,,新潟県村上市上助渕1010-1,user_verified_address
11,left,5791,1999,11,,ナッピィモール,石川県,七尾市,,,石川県七尾市藤野町38,user_verified_address
11,left,4865,2008,3,,ベイモール七尾,石川県,七尾市,,,石川県七尾市小島町大開地1-78,user_verified_address
14,left,8245,1974,12,,ヨシヅヤ甚目寺店,愛知県,あま市,,,愛知県あま市甚目寺五位田128,user_verified_address
1,left,85000,2003,3,,札幌ステラプレイス、大丸札幌店,北海道,札幌市中央区,,,北海道札幌市中央区北5条西2丁目,google_maps_sample_name_prefecture_municipality_match
9,right,78000,2006,9,,三井ショッピングパーク ラゾーナ川崎プラザ,神奈川県,川崎市幸区,,,神奈川県川崎市幸区堀川町72-1,google_maps_sample_name_prefecture_municipality_match
5,right,77000,2015,4,,三井ショッピングパーク ららぽーと富士見,埼玉県,富士見市,,,埼玉県富士見市山室1-1313,google_maps_sample_name_prefecture_municipality_match
19,left,74957,1974,10,,AQA広島センター街(アクア広島センター街)、そごう広島店,広島県,広島市中区,,,広島県広島市中区基町6-27,google_maps_sample_name_prefecture_municipality_match
7,right,73597,1996,10,,TAKASHIMAYA TIMES SQUARE,東京都,渋谷区,,,東京都渋谷区千駄ヶ谷5丁目24-2,google_maps_sample_name_prefecture_municipality_match
18,right,225510,2005,3,,スーパーセンターオークワ南紀店,和歌山県,新宮市,,,和歌山県新宮市佐野3丁目11-19,google_maps_preferred_name_match
6,left,166400,1981,4,,三井ショッピングパーク ららぽーとTOKYO-BAY,千葉県,船橋市,,,千葉県船橋市浜町2-1-1,google_maps_preferred_name_match
18,left,128000,2004,4,,イオンモール橿原,奈良県,橿原市,,,奈良県橿原市曲川町7丁目20-1,google_maps_preferred_partial_name_match|corrected_from_ocr
13,left,127000,2017,4,,JRセントラルタワーズ/JRゲートタワー,愛知県,名古屋市中村区,,,愛知県名古屋市中村区名駅1丁目1-4,google_maps_preferred_name_match|prefecture_municipality_corrected
16,left,115694,1978,11,,なんばCITY,大阪府,大阪市中央区,,,大阪府大阪市中央区難波5丁目1-60,google_maps_preferred_name_match|prefecture_municipality_corrected
13,left,101000,2009,4,,mozo ワンダーシティ(モゾワンダーシティ),愛知県,名古屋市西区,,,愛知県名古屋市西区二方町40,google_maps_preferred_name_match|prefecture_municipality_corrected
8,left,100463,1992,6,,ルミネ池袋・東武百貨店池袋店,東京都,豊島区,,,東京都豊島区西池袋1丁目11-1,google_maps_preferred_partial_name_match|composite_facility_lumine_representative
9,right,93000,2007,3,,三井ショッピングパーク ららぽーと横浜,神奈川県,横浜市都筑区,,,神奈川県横浜市都筑区池辺町4035-1,google_maps_preferred_partial_name_match|corrected_from_ocr
16,left,90747,2001,11,,ヨドバシカメラ マルチメディア梅田、LINKS UMEDA,大阪府,大阪市北区,,,大阪府大阪市北区大深町1-1,google_maps_preferred_name_match|prefecture_municipality_corrected
5,left,90000,2008,11,,モラージュ菖蒲,埼玉県,久喜市,,,埼玉県久喜市菖蒲町菖蒲6005-1,google_maps_preferred_partial_name_match|corrected_from_ocr
17,right,86000,2013,4,,神戸ハーバーランドumie (神戸ハーバーランドウミエ),兵庫県,神戸市中央区,,,兵庫県神戸市中央区東川崎町1丁目7-2,google_maps_preferred_name_match|prefecture_municipality_corrected
21,left,82200,2011,3,,JR博多シティ(アミュプラザ博多、博多阪急),福岡県,福岡市博多区,,,福岡県福岡市博多区博多駅中央街1-1,google_maps_preferred_name_match|prefecture_municipality_corrected
13,left,75000,2014,6,,イオンモール名古屋茶屋,愛知県,名古屋市港区,,,愛知県名古屋市港区西茶屋2丁目11,google_maps_preferred_name_match|prefecture_municipality_corrected
21,left,73200,2022,4,,三井ショッピングパーク ららぽーと福岡,福岡県,福岡市博多区,,,福岡県福岡市博多区那珂6丁目23-1,google_maps_preferred_name_match|prefecture_municipality_corrected
5,right,72376,2005,4,,ハーバーシティ蘇我(アリオ蘇我ほか),千葉県,千葉市中央区,,,千葉県千葉市中央区川崎町52-7,google_maps_preferred_partial_name_match
8,left,71910,1987,4,,光が丘IMA (光が丘イマ),東京都,練馬区,,,東京都練馬区光が丘5丁目1-1,google_maps_preferred_name_match|prefecture_municipality_corrected
21,left,71487,1996,4,,キャナルシティ博多,福岡県,福岡市博多区,,,福岡県福岡市博多区住吉1丁目2,google_maps_preferred_name_match|prefecture_municipality_corrected
16,right,71000,2015,11,,ららぽーとEXPOCITY,大阪府,吹田市,,,大阪府吹田市千里万博公園2-1,google_maps_preferred_partial_name_match|corrected_from_ocr
11,right,70000,2011,3,,イオンモール甲府昭和,山梨県,中巨摩郡昭和町,,,山梨県中巨摩郡昭和町飯喰1505-1,google_maps_preferred_name_match|prefecture_municipality_corrected
14,right,70000,1996,11,,イオンモール鈴鹿,三重県,鈴鹿市,,,三重県鈴鹿市庄野羽山4丁目1-2,google_maps_preferred_name_match
4,left,69582,2003,7,,FKDショッピングモール 宇都宮インターパーク,栃木県,宇都宮市,,,栃木県宇都宮市インターパーク6丁目1-1,google_maps_preferred_name_match|municipality_corrected
7,right,69172,1978,10,,サンシャインシティ(アルパ・ALTA(アルタ)),東京都,豊島区,,,東京都豊島区東池袋3丁目1-1,google_maps_preferred_name_match
11,left,69000,2000,10,,フューチャーシティ ファボーレ,富山県,富山市,,,富山県富山市婦中町下轡田165-1,google_maps_preferred_partial_name_match|corrected_from_ocr|prefecture_municipality_corrected
20,right,69000,2000,12,,イオンモール高知,高知県,高知市,,,高知県高知市秦南町1丁目4-8,google_maps_preferred_name_match
7,left,68000,2006,10,,三井ショッピングパーク アーバンドック ららぽーと豊洲,東京都,江東区,,,東京都江東区豊洲2丁目4-9,google_maps_preferred_partial_name_match|corrected_from_ocr|prefecture_municipality_corrected
7,left,66000,2018,9,,日本橋高島屋S.C.,東京都,中央区,,,東京都中央区日本橋2丁目4-1,google_maps_preferred_name_match|prefecture_municipality_corrected
13,right,66000,2004,6,,イオンモール木曽川,愛知県,一宮市,,,愛知県一宮市木曽川町黒田字南八ツケ池25-1,google_maps_preferred_partial_name_match|corrected_from_ocr
22,left,65567,2000,12,,トキハわさだタウン,大分県,大分市,,,大分県大分市玉沢755-1,google_maps_preferred_partial_name_match|corrected_from_ocr
9,right,65500,1998,4,,港北TOKYU S.C.,神奈川県,横浜市都筑区,,,神奈川県横浜市都筑区茅ケ崎中央5-1,google_maps_preferred_name_match|prefecture_municipality_corrected
10,right,65383,2002,4,,ビナウォーク,神奈川県,海老名市,,,神奈川県海老名市中央1丁目4-1,google_maps_preferred_partial_name_match|corrected_from_ocr|municipality_corrected
6,left,65000,2016,4,,セブンパークアリオ柏,千葉県,柏市,,,千葉県柏市大島田1丁目6-1,google_maps_preferred_name_match
13,left,65000,2008,3,,イオンモール大高,愛知県,名古屋市緑区,,,愛知県名古屋市緑区南大高2丁目450,google_maps_preferred_name_match|prefecture_municipality_corrected
15,left,65000,2023,10,,京都高島屋S.C.,京都府,京都市下京区,,,京都府京都市下京区四条通河原町西入真町52,google_maps_preferred_name_match
21,left,64297,2016,4,,KITTE博多(キッテ博多)(博多マルイ ほか),福岡県,福岡市博多区,,,福岡県福岡市博多区博多駅中央街9-1,google_maps_preferred_name_match|prefecture_municipality_corrected
9,right,63438,1982,10,,たまプラーザ テラス,神奈川県,横浜市青葉区,,,神奈川県横浜市青葉区美しが丘1丁目1-2,google_maps_preferred_name_match|prefecture_municipality_corrected
8,right,63000,2015,12,,三井ショッピングパーク ららぽーと立川立飛,東京都,立川市,,,東京都立川市泉町935-1,google_maps_preferred_partial_name_match|corrected_from_ocr
14,left,62800,2020,9,,三井ショッピングパーク ららぽーと愛知東郷,愛知県,愛知郡東郷町,,,愛知県愛知郡東郷町東郷中央土地区画整理事業62街区1・3,google_maps_preferred_partial_name_match|corrected_from_ocr|prefecture_municipality_corrected
12,right,61300,2000,7,,御殿場プレミアム・アウトレット,静岡県,御殿場市,,,静岡県御殿場市深沢1312,google_maps_preferred_partial_name_match|corrected_from_ocr
13,right,60300,2025,4,,三井ショッピングパーク ららぽーと安城,愛知県,安城市,,,愛知県安城市大東町9-30,google_maps_preferred_partial_name_match|corrected_from_ocr
17,right,60000,2004,11,,三井ショッピングパーク ららぽーと甲子園,兵庫県,西宮市,,,兵庫県西宮市甲子園八番町1-100,google_maps_preferred_partial_name_match|corrected_from_ocr
14,right,59929,1995,3,,イオンモール桑名、ANQ専門店街,三重県,桑名市,,,三重県桑名市新西方1丁目22,google_maps_preferred_partial_name_match|corrected_from_ocr
19,right,59600,1977,10,,シーモール下関,山口県,下関市,,,山口県下関市竹崎町4丁目4-8,google_maps_preferred_name_match
11,left,59500,2000,10,,フェアモール福井 (アピタ、ラブリーパートナーエルパ),福井県,福井市,,,福井県福井市大和田2丁目1212,google_maps_preferred_name_match
13,left,59500,2018,9,,三井ショッピングパーク ららぽーと名古屋みなとアクルス,愛知県,名古屋市港区,,,愛知県名古屋市港区港明2丁目3-2,google_maps_preferred_name_match|prefecture_municipality_corrected
5,right,59100,2009,9,,三井ショッピングパーク ららぽーと新三郷,埼玉県,三郷市,,,埼玉県三郷市新三郷ららシティ3丁目1-1,google_maps_preferred_partial_name_match|corrected_from_ocr
5,right,59000,1963,4,,ペリエ千葉,千葉県,千葉市中央区,,,千葉県千葉市中央区新千葉1丁目1-1,google_maps_preferred_partial_name_match|corrected_from_ocr
9,right,59000,1999,10,,西武東戸塚S.C.、イオンスタイル東戸塚,神奈川県,横浜市戸塚区,,,神奈川県横浜市戸塚区品濃町537-1,google_maps_preferred_partial_name_match|prefecture_municipality_corrected
17,right,58980,1985,9,,グンゼタウンセンター つかしん,兵庫県,尼崎市,,,兵庫県尼崎市塚口本町4丁目8-1,google_maps_preferred_name_match
14,right,58000,2013,11,,イオンモール東員,三重県,員弁郡東員町,,,三重県員弁郡東員町長深510-1,google_maps_preferred_name_match|municipality_corrected
16,left,58000,2020,11,,心斎橋PARCO,大阪府,大阪市中央区,,,大阪府大阪市中央区心斎橋筋1丁目8-3,google_maps_preferred_name_match|prefecture_municipality_corrected
17,right,58000,1997,10,,イオン明石ショッピングセンター,兵庫県,明石市,,,兵庫県明石市大久保町ゆりのき通3丁目3-1,google_maps_preferred_name_match
6,right,56825,1954,10,,JR東京駅 エキュート東京+大丸東京店,東京都,千代田区,,,東京都千代田区丸の内1丁目9-1,google_maps_preferred_partial_name_match|corrected_from_ocr
9,right,55964,2007,4,,ノースポート・モール,神奈川県,横浜市都筑区,,,神奈川県横浜市都筑区中川中央1丁目25-1,google_maps_preferred_name_match|prefecture_municipality_corrected
16,right,55000,2014,10,,三井ショッピングパーク ららぽーと和泉,大阪府,和泉市,,,大阪府和泉市あゆみ野4丁目4-7,google_maps_preferred_name_match
16,left,53000,2011,5,,LUCUA大阪(ルクア大阪),大阪府,大阪市北区,,,大阪府大阪市北区梅田3丁目1-3,google_maps_preferred_name_match|prefecture_municipality_corrected
4,right,52900,2008,11,,スマーク伊勢崎,群馬県,伊勢崎市,,,群馬県伊勢崎市西小保方町368,google_maps_preferred_partial_name_match|corrected_from_ocr
7,left,52000,2012,5,,東京ソラマチ,東京都,墨田区,,,東京都墨田区押上1丁目1-2,google_maps_preferred_name_match|prefecture_municipality_corrected
10,right,51000,2015,10,,三井ショッピングパーク ららぽーと海老名,神奈川県,海老名市,,,神奈川県海老名市扇町13-1,google_maps_preferred_partial_name_match|municipality_corrected
10,right,51000,2007,10,,イオンモール新潟南,新潟県,新潟市江南区,,,新潟県新潟市江南区下早通柳田1丁目1-1,google_maps_preferred_partial_name_match|corrected_from_ocr
16,right,50200,2000,11,,りんくうプレミアム・アウトレット,大阪府,泉佐野市,,,大阪府泉佐野市りんくう往来南3-28,google_maps_preferred_partial_name_match|corrected_from_ocr
20,left,50000,2017,4,,イオンモール徳島,徳島県,徳島市,,,徳島県徳島市南末広町4-1,google_maps_preferred_name_match
6,left,49523,2006,11,,三井ショッピングパーク ららぽーと柏の葉,千葉県,柏市,,,千葉県柏市若柴175,google_maps_preferred_partial_name_match|corrected_from_ocr
22,left,49200,2021,4,,アミュプラザくまもと,熊本県,熊本市西区,,,熊本県熊本市西区春日3丁目15-26,google_maps_preferred_name_match
13,right,49117,2021,10,,イーアス春日井,愛知県,春日井市,,,愛知県春日井市六軒屋町東丘22,google_maps_preferred_name_match
12,right,48800,2009,6,,三井ショッピングパーク ららぽーと磐田,静岡県,磐田市,,,静岡県磐田市高見丘1200,google_maps_preferred_partial_name_match|corrected_from_ocr
16,left,48220,2008,3,,アリオ鳳,大阪府,堺市西区,,,大阪府堺市西区鳳南町3丁199-12,google_maps_preferred_partial_name_match|corrected_from_ocr|municipality_corrected
1,right,48194,2005,4,,イオンモール苫小牧,北海道,苫小牧市,,,北海道苫小牧市柳町3丁目1-20,google_maps_preferred_partial_name_match|corrected_from_ocr
18,right,48000,2000,4,,イオンモール鳥取北,鳥取県,鳥取市,,,鳥取県鳥取市晩稲348,google_maps_preferred_partial_name_match|corrected_from_ocr
21,left,48000,2018,11,,MARK IS 福岡ももち,福岡県,福岡市中央区,,,福岡県福岡市中央区地行浜2丁目2-1,google_maps_preferred_name_match
4,right,47986,1987,3,,大宮スカイビル,埼玉県,さいたま市大宮区,,,埼玉県さいたま市大宮区桜木町1丁目6-2,google_maps_preferred_name_match
1,left,47942,1977,6,,新さっぽろアークシティ サンピアザ,北海道,札幌市厚別区,,,北海道札幌市厚別区厚別中央2条5丁目7-2,google_maps_preferred_name_match|municipality_corrected
9,right,47936,1996,10,,京急ショッピングプラザ・ウィング上大岡、京急百貨店,神奈川県,横浜市港南区,,,神奈川県横浜市港南区上大岡西1丁目6-1,google_maps_preferred_name_match|prefecture_municipality_corrected
7,left,47600,2012,4,,ダイバーシティ東京 プラザ,東京都,江東区,,,東京都江東区青海1丁目1-10,google_maps_preferred_name_match|prefecture_municipality_corrected
7,left,47000,2017,4,,GINZA SIX,東京都,中央区,,,東京都中央区銀座6丁目10-1,google_maps_preferred_name_match|prefecture_municipality_corrected
5,left,46993,2013,6,,アリオ上尾&ホーマック上尾店,埼玉県,上尾市,,,埼玉県上尾市壱丁目367,google_maps_preferred_name_match
13,left,46661,2003,7,,イオンモール熱田,愛知県,名古屋市熱田区,,,愛知県名古屋市熱田区六野1丁目2-11,google_maps_preferred_name_match|prefecture_municipality_corrected
6,right,46350,2005,4,,イオンモール八千代緑が丘,千葉県,八千代市,,,千葉県八千代市緑が丘2丁目1-3,google_maps_preferred_partial_name_match|corrected_from_ocr
8,right,46129,1986,3,,京王聖蹟桜ケ丘ショッピングセンター,東京都,多摩市,,,東京都多摩市関戸1丁目10-1,google_maps_preferred_name_match
6,right,45400,2007,9,,ガーデンモール印西 BIG HOP,千葉県,印西市,,,千葉県印西市原1丁目2,google_maps_preferred_name_match
16,right,45000,2021,11,,セブンパーク天美,大阪府,松原市,,,大阪府松原市天美東3丁目500,google_maps_preferred_partial_name_match|corrected_from_ocr
14,left,59000,2016,12,,イオンモール長久手,愛知県,長久手市,,,愛知県長久手市勝入塚501番地,user_verified_address
18,left,4670,2009,4,,センチュリープラザ,兵庫県,三田市,,,兵庫県三田市けやき台1丁目10-1,user_verified_address
22,left,6933,2006,12,,グリーンスマイル一番館,熊本県,荒尾市,,,熊本県荒尾市荒尾4389-1,user_verified_address
16,right,4676,2016,6,,吹田グリーンプレイス,大阪府,吹田市,,,,pdf_empty_name_review
16,right,3861,2018,11,,VIERRA岸辺健都(ビエラ岸辺健都),大阪府,吹田市,,,,pdf_empty_name_review
16,right,18391,2021,11,,tonarie南千里アネックス(トナリエ南千里アネックス),大阪府,吹田市,,,,pdf_empty_name_review
16,right,4956,2022,4,,オアシスタウン吹田SST,大阪府,吹田市,,,,pdf_empty_name_review
16,right,14103,1973,7,,カナートモール和泉府中,大阪府,泉大津市,,,,pdf_empty_name_review
16,right,19038,1994,9,,アルザタウン泉大津,大阪府,泉大津市,,,,pdf_empty_name_review
16,right,2600,1994,9,,いずみおおつCITY,大阪府,泉大津市,,,,pdf_empty_name_review
16,right,38964,1974,11,,高槻阪急スクエア,大阪府,高槻市,,,大阪府高槻市白梅町4-1,official_address_verified|source:https://website.hankyu-dept.co.jp/takatsuki/map/
16,right,6587,1979,7,,グリーンプラザたかつき1号館,大阪府,高槻市,,,大阪府高槻市紺屋町1-1,google_maps_address_candidate
16,right,10977,1980,6,,イオンフードスタイル摂津富田,大阪府,高槻市,,,大阪府高槻市大畑町13-1,google_maps_address_candidate
16,right,6684,1997,9,,関西スーパー西冠,大阪府,高槻市,,,大阪府高槻市西冠3丁目29-7,google_maps_address_candidate
16,right,16505,2004,2,,アクトアモーレ,大阪府,高槻市,,,,pdf_empty_name_review
16,right,56000,2006,9,,イオンモール大日,大阪府,守口市,,,,pdf_empty_name_review
16,right,6708,2023,12,,イオンタウン守口,大阪府,守口市,,,,pdf_empty_name_review
16,right,72000,1972,4,,KUZUHA MALL,大阪府,枚方市,,,,pdf_empty_name_review
16,right,10527,1996,9,,アル・プラザ枚方,大阪府,枚方市,,,,pdf_empty_name_review
16,right,40000,2016,4,,ニトリモール枚方,大阪府,枚方市,,,,pdf_empty_name_review
16,right,13500,1986,7,,イオンスタイル新茨木,大阪府,茨木市,,,,pdf_empty_name_review
16,right,5429,1991,10,,ロサヴィアいばらき,大阪府,茨木市,,,大阪府茨木市永代町1-5,google_maps_address_candidate
16,right,17317,2000,10,,アル・プラザ茨木,大阪府,茨木市,,,,pdf_empty_name_review
16,right,50690,2001,1,,イオンモール茨木,大阪府,茨木市,,,,pdf_empty_name_review
16,right,17412,2021,3,,イオンタウン茨木太田,大阪府,茨木市,,,,pdf_empty_name_review
16,right,40030,1981,5,,LINOAS(リノアス),大阪府,八尾市,,,,pdf_empty_name_review
16,right,11685,2019,4,,アクロスプラザ八尾,大阪府,八尾市,,,,pdf_empty_name_review
16,right,31451,1995,4,,イオンモール日根野,大阪府,泉佐野市,,,,pdf_empty_name_review
16,right,33805,2000,3,,いこらも〜る泉佐野,大阪府,泉佐野市,,,大阪府泉佐野市下瓦屋2丁目2-77,google_maps_address_candidate
16,right,25000,1989,11,,エコール・ロゼ,大阪府,富田林市,,,,pdf_empty_name_review
16,right,3300,1991,4,,金剛ショッピングモール,大阪府,富田林市,,,大阪府富田林市寺池台1丁目9-60,google_maps_address_candidate
17,right,31000,2004,9,,イトーヨーカドー明石店,兵庫県,明石市,,,兵庫県明石市二見町西二見駅前1丁目18,google_maps_address_candidate
17,right,1349,2011,4,,VIERRA大久保(ビエラ大久保),兵庫県,明石市,,,兵庫県明石市大久保町ゆりのき通1丁目3-1,google_maps_address_candidate
17,right,4377,2013,3,,コムボックス明舞,兵庫県,明石市,,,兵庫県明石市松が丘2丁目3-3,google_maps_address_candidate
17,right,9464,2016,12,,パピオスあかし,兵庫県,明石市,,,,pdf_empty_name_review
17,right,9446,1977,10,,夙川グリーンタウン,兵庫県,西宮市,,,,pdf_empty_name_review
17,right,7646,1997,11,,エコール・なじお,兵庫県,西宮市,,,兵庫県西宮市名塩新町8,google_maps_address_candidate
17,right,21707,2001,4,,ACTA西宮(アクタ西宮),兵庫県,西宮市,,,,pdf_empty_name_review
17,right,107000,2008,11,,阪急西宮ガーデンズ,兵庫県,西宮市,,,兵庫県西宮市高松町14番2号,pdf_empty_name_review|official_address_verified
17,right,29000,2018,4,,Corowa甲子園(コロワ甲子園),兵庫県,西宮市,,,,pdf_empty_name_review
17,right,1384,2021,3,,ムコダンモール,兵庫県,西宮市,,,,pdf_empty_name_review
17,right,8800,2025,5,,そよら西宮今津,兵庫県,西宮市,,,兵庫県西宮市今津曙町1-1,google_maps_address_candidate
17,right,24754,1985,3,,イオンスタイル洲本,兵庫県,洲本市,,,兵庫県洲本市塩屋1丁目1-8,google_maps_address_candidate
17,right,8942,1979,4,,グルメシティ芦屋浜店,兵庫県,芦屋市,,,兵庫県芦屋市高浜町6-1,google_maps_address_candidate
17,right,10538,1971,4,,伊丹ショッピングデパート,兵庫県,伊丹市,,,兵庫県伊丹市中央1丁目1-1,user_verified_address
17,right,14301,1974,4,,イズミヤショッピングセンター昆陽,兵庫県,伊丹市,,,兵庫県伊丹市池尻1丁目1,google_maps_address_candidate
17,right,11704,1999,11,,阪急伊丹リータ,兵庫県,伊丹市,,,,pdf_empty_name_review
17,right,57000,2002,10,,イオンモール伊丹,兵庫県,伊丹市,,,,pdf_empty_name_review
17,right,48000,2011,3,,イオンモール伊丹昆陽,兵庫県,伊丹市,,,,pdf_empty_name_review
17,right,5769,2017,7,,OASIS Town鴻池,兵庫県,伊丹市,,,兵庫県伊丹市鴻池4丁目1-10,google_maps_address_candidate
17,right,7689,1985,9,,コープデイズ相生,兵庫県,相生市,,,兵庫県相生市旭3丁目7-6,google_maps_address_candidate
17,right,14782,1997,11,,Aity(アイティ),兵庫県,豊岡市,,,,pdf_empty_name_review
17,right,26212,1982,10,,イオン加古川店,兵庫県,加古川市,,,兵庫県加古川市平岡町新在家615-1,google_maps_address_candidate
22,right,47200,2004,9,,アミュプラザ鹿児島,鹿児島県,鹿児島市,,,,pdf_empty_name_review
22,right,14660,2006,9,,スクエアモール鹿児島宇宿,鹿児島県,鹿児島市,,,,pdf_empty_name_review
22,right,25545,2006,10,,フレスポジャングルパーク,鹿児島県,鹿児島市,,,,pdf_empty_name_review
22,right,78000,2007,10,,イオンモール鹿児島,鹿児島県,鹿児島市,,,,pdf_empty_name_review
22,right,21494,2007,11,,OPSIA misumi(オプシアミスミ),鹿児島県,鹿児島市,,,鹿児島県鹿児島市宇宿2丁目3番5号,pdf_empty_name_review|official_address_verified
22,right,14665,2010,4,,マルヤガーデンズ,鹿児島県,鹿児島市,,,鹿児島県鹿児島市呉服町6-5,pdf_empty_name_review|official_address_verified
22,right,8415,2015,3,,たわわタウン谷山,鹿児島県,鹿児島市,,,,pdf_empty_name_review
22,right,8815,2022,4,,センテラス天文館,鹿児島県,鹿児島市,,,,pdf_empty_name_review
22,right,15174,2024,11,,イオンかのやショッピングセンター,鹿児島県,鹿屋市,,,,pdf_empty_name_review
22,right,13463,1996,12,,プラッセだいわ指宿店,鹿児島県,指宿市,,,鹿児島県指宿市西方1675,google_maps_address_candidate
22,right,13327,1994,4,,プラッセだいわ川内店,鹿児島県,薩摩川内市,,,鹿児島県薩摩川内市矢倉町4213-1,google_maps_address_candidate
22,right,18000,1994,6,,イオン隼人国分ショッピングセンター,鹿児島県,霧島市,,,,pdf_empty_name_review
22,right,7273,2008,11,,フレスポ国分,鹿児島県,霧島市,,,,pdf_empty_name_review
22,right,4032,1996,11,,サンポートしぶしアピア,鹿児島県,志布志市,,,鹿児島県志布志市志布志町志布志3丁目24-1,google_maps_address_candidate
22,right,9712,2007,6,,ソレイユタウン加治木,鹿児島県,姶良市,,,,pdf_empty_name_review
22,right,55100,2016,3,,イオンタウン姶良,鹿児島県,姶良市,,,,pdf_empty_name_review
1,right,15857,1983,5,,ショッピングセンターア・モール(豊岡ショッピングセンター),北海道,旭川市,1983,5,,pdf_small_mismatch_review
1,right,7700,1990,10,,コープさっぽろShena店(コープさっぽろシーナ店),北海道,旭川市,1990,10,,pdf_small_mismatch_review
1,right,13151,1992,11,,MEGAドン・キホーテ旭川店(旭川春光ショッピングセンター),北海道,旭川市,1992,11,,pdf_small_mismatch_review
1,right,9600,1992,7,,新千歳空港旅客ターミナルビル Fleur(新千歳空港旅客ターミナルビルフルール),北海道,千歳市,1992,7,,pdf_small_mismatch_review
1,right,9946,2000,12,,新西広帯ショッピングセンター(びあざフクハラ西帯広店),北海道,帯広市,2000,12,,pdf_small_mismatch_review
1,right,24547,2005,4,,イオン三笠ショッピングセンター(イオンスーパーセンター三笠店),北海道,三笠市,2005,4,,pdf_small_mismatch_review
1,right,20782,2005,9,,イオン石狩緑苑台ショッピングセンター(イオンスーパーセンター石狩緑苑台店),北海道,石狩市,2005,9,,pdf_small_mismatch_review
4,right,7562,,,,いせさきガーデンズ,群馬県,伊勢崎市,2008,12,,pdf_small_mismatch_review
5,right,5535,,,,稲毛オーツパーク,千葉県,千葉市,2008,1,,pdf_small_mismatch_review
10,left,,2001,11,,大和オークシティ(イオンモール大和、イトーヨーカドー大和鶴間店),神奈川県,大和市,2001,11,,pdf_small_mismatch_review
10,left,27627,2001,9,,ミウィ橋本,神奈川県,相模原市,2001,9,,pdf_small_mismatch_review
10,left,17037,2008,8,,イオン横須賀久理浜ショッピングセンター(イオン久里浜店),神奈川県,横須賀市,2008,8,,pdf_small_mismatch_review
10,left,,2020,6,,Cosaka Bayside Stores(コースカベイサイドストアーズ),神奈川県,横須賀市,2020,6,,pdf_small_mismatch_review
12,right,4351,,,,下田とうきゅう,静岡県,下田市,1999,1,,pdf_small_mismatch_review
13,left,7200,1983,9,,JR名古屋駅ショッピング店・飲食店(ファッションワンほか),愛知県,名古屋市,1983,9,,pdf_small_mismatch_review
20,left,13835,,,,フジグラン北宇和島,愛媛県,宇和島市,2004,1,,pdf_small_mismatch_review
23,left,10842,2000,10,,つかざんシティ(つかさんシティ),,南風原町,2000,10,,pdf_small_mismatch_review
14,left,35346,2008,10,,エアポートウォーク名古屋,愛知県,西春日井郡豊山町,,,,pdf_empty_name_review|prefecture_municipality_corrected
14,left,20839,1998,10,,MEGAドン・キホーテUNY大口店,愛知県,丹羽郡大口町,,,,pdf_empty_name_review|prefecture_municipality_corrected
14,left,36094,2003,8,,イオンモール扶桑,愛知県,丹羽郡扶桑町,,,,pdf_empty_name_review|prefecture_municipality_corrected
14,left,8125,2017,7,,アクロスプラザ扶桑,愛知県,丹羽郡扶桑町,,,,pdf_empty_name_review|prefecture_municipality_corrected
14,left,14550,2013,4,,ヨシヅヤJR蟹江駅前店,愛知県,海部郡蟹江町,,,,pdf_empty_name_review|prefecture_municipality_corrected
14,left,27347,1999,5,,アピタ阿久比店,愛知県,知多郡阿久比町,,,,pdf_empty_name_review|prefecture_municipality_corrected
14,left,75000,2001,7,,イオンモール東浦,愛知県,知多郡東浦町,,,,pdf_empty_name_review|prefecture_municipality_corrected
14,left,8177,1995,10,,MEGAドン・キホーテUNY武豊店,愛知県,知多郡武豊町,,,,pdf_empty_name_review|prefecture_municipality_corrected
14,left,8989,2003,10,,カメリアガーデン幸田,愛知県,額田郡幸田町,,,,pdf_empty_name_review|prefecture_municipality_corrected
14,left,10400,1975,9,,ボナンザプラザヨシヅヤ師勝店,愛知県,北名古屋市,,,,pdf_empty_name_review|user_completed_municipality_corrected
14,left,9327,1990,6,,ウィングプラザ パディー,愛知県,弥富市,,,,pdf_empty_name_review|user_completed_municipality_corrected
14,left,22362,2000,9,,イオンタウン弥富,愛知県,弥富市,,,,pdf_empty_name_review|user_completed_municipality_corrected
14,left,40793,2000,10,,イオン三好ショッピングセンター,愛知県,みよし市,,,,pdf_empty_name_review|user_completed_municipality_corrected
19,right,44390,1999,4,,ポートプラザ日化 (ゆめタウン福山、天満屋ハピータウン),広島県,福山市,,,広島県福山市入船町3丁目1-25,google_maps_name_search|partial_name_match|ocr_name_corrected
15,right,44000,2007,5,,イオンモール高の原(サンタウンプラザこすもす館),京都府,木津川市,,,京都府木津川市相楽台1丁目1-1,google_maps_name_search
16,left,44000,2013,4,,グランフロント大阪ショップ&レストラン,大阪府,大阪市北区,,,大阪府大阪市北区大深町4-20,google_maps_name_search|prefecture_municipality_corrected
5,left,43000,2024,9,,エミテラス所沢,埼玉県,所沢市,,,埼玉県所沢市東住吉10-1,google_maps_name_search|prefecture_municipality_corrected
14,right,42962,1996,4,,ビバシティ彦根,滋賀県,彦根市,,,滋賀県彦根市竹ケ鼻町43-1,google_maps_name_search
