match_key,name,prefecture,municipality,address,lat,lon,source_url,source_type,confidence,verified_at,notes
,オアシスタウン吹田SST,大阪府,吹田市,"オアシスタウン吹田SST, 1, 岸部中千里丘線, 岸部中五丁目, 吹田市, 大阪府, 564-0002, 日本",34.7833576,135.5381969,https://nominatim.openstreetmap.org/search?q=%E3%82%AA%E3%82%A2%E3%82%B7%E3%82%B9%E3%82%BF%E3%82%A6%E3%83%B3%E5%90%B9%E7%94%B0SST+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E5%90%B9%E7%94%B0%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,カナートモール和泉府中,大阪府,泉大津市,"カナートモール和泉府中, 第二阪和国道, 要池住宅, 泉大津市, 大阪府, 595-0021, 日本",34.4916954,135.4239266,https://nominatim.openstreetmap.org/search?q=%E3%82%AB%E3%83%8A%E3%83%BC%E3%83%88%E3%83%A2%E3%83%BC%E3%83%AB%E5%92%8C%E6%B3%89%E5%BA%9C%E4%B8%AD+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E6%B3%89%E5%A4%A7%E6%B4%A5%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,アルザタウン泉大津,大阪府,泉大津市,"アルザタウン泉大津, 1, 旭町, 泉大津市, 大阪府, 595-0025, 日本",34.5026450,135.4075158,https://nominatim.openstreetmap.org/search?q=%E3%82%A2%E3%83%AB%E3%82%B6%E3%82%BF%E3%82%A6%E3%83%B3%E6%B3%89%E5%A4%A7%E6%B4%A5+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E6%B3%89%E5%A4%A7%E6%B4%A5%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,いずみおおつCITY,大阪府,泉大津市,"いずみおおつCITY, 3, 旭町, 泉大津市, 大阪府, 595-0025, 日本",34.5021057,135.4063062,https://nominatim.openstreetmap.org/search?q=%E3%81%84%E3%81%9A%E3%81%BF%E3%81%8A%E3%81%8A%E3%81%A4CITY+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E6%B3%89%E5%A4%A7%E6%B4%A5%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,アクトアモーレ,大阪府,高槻市,"アクトアモーレ, 高槻停車場線, 芥川町一丁目, 高槻市, 大阪府, 569-0804, 日本",34.8519298,135.6163877,https://nominatim.openstreetmap.org/search?q=%E3%82%A2%E3%82%AF%E3%83%88%E3%82%A2%E3%83%A2%E3%83%BC%E3%83%AC+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E9%AB%98%E6%A7%BB%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,イオンタウン守口,大阪府,守口市,"イオンタウン守口, 守口市, 大阪府, 日本",34.7377209,135.5640272,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E5%AE%88%E5%8F%A3+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E5%AE%88%E5%8F%A3%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,アル・プラザ枚方,大阪府,枚方市,"アル・プラザ枚方, 国道307号, 津田北町三丁目, 枚方市, 大阪府, 573-0199, 日本",34.8081690,135.7020141,https://nominatim.openstreetmap.org/search?q=%E3%82%A2%E3%83%AB%E3%83%BB%E3%83%97%E3%83%A9%E3%82%B6%E6%9E%9A%E6%96%B9+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E6%9E%9A%E6%96%B9%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,ニトリモール枚方,大阪府,枚方市,"ニトリモール枚方, 枚方市, 大阪府, 573-0171, 日本",34.8381180,135.6972988,https://nominatim.openstreetmap.org/search?q=%E3%83%8B%E3%83%88%E3%83%AA%E3%83%A2%E3%83%BC%E3%83%AB%E6%9E%9A%E6%96%B9+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E6%9E%9A%E6%96%B9%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,イオンスタイル新茨木,大阪府,茨木市,"イオンスタイル新茨木, 東西通り, 園田町, 茨木市, 大阪府, 567-0825, 日本",34.8153805,135.5800648,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB%E6%96%B0%E8%8C%A8%E6%9C%A8+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E8%8C%A8%E6%9C%A8%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,アル・プラザ茨木,大阪府,茨木市,"アル・プラザ茨木, 余野茨木線, 中河原町, 茨木市, 大阪府, 567-0062, 日本",34.8381772,135.5558203,https://nominatim.openstreetmap.org/search?q=%E3%82%A2%E3%83%AB%E3%83%BB%E3%83%97%E3%83%A9%E3%82%B6%E8%8C%A8%E6%9C%A8+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E8%8C%A8%E6%9C%A8%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,イオンモール茨木,大阪府,茨木市,"イオンモール茨木, 大阪高槻京都線, 下穂積一丁目, 茨木市, 大阪府, 567-0033, 日本",34.8105264,135.5586709,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E8%8C%A8%E6%9C%A8+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E8%8C%A8%E6%9C%A8%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,イオンタウン茨木太田,大阪府,茨木市,"イオンタウン茨木太田, 市道東太田一丁目花園二丁目線, 太田東芝町, 茨木市, 大阪府, 567-0018, 日本",34.8381965,135.5745598,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E8%8C%A8%E6%9C%A8%E5%A4%AA%E7%94%B0+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E8%8C%A8%E6%9C%A8%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,アクロスプラザ八尾,大阪府,八尾市,"アクロスプラザ八尾, 八尾市, 大阪府, 日本",34.6037479,135.6216024,https://nominatim.openstreetmap.org/search?q=%E3%82%A2%E3%82%AF%E3%83%AD%E3%82%B9%E3%83%97%E3%83%A9%E3%82%B6%E5%85%AB%E5%B0%BE+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E5%85%AB%E5%B0%BE%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,イオンモール日根野,大阪府,泉佐野市,"イオンモール日根野, 土丸栄線, 松風台三丁目, 泉佐野市, 大阪府, 598-0021, 日本",34.3933250,135.3336480,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E6%97%A5%E6%A0%B9%E9%87%8E+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E6%B3%89%E4%BD%90%E9%87%8E%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,エコール・ロゼ,大阪府,富田林市,"エコール・ロゼ, 森屋狭山線, 小金台二丁目, 富田林市, 大阪府, 584-0083, 日本",34.5013069,135.5799890,https://nominatim.openstreetmap.org/search?q=%E3%82%A8%E3%82%B3%E3%83%BC%E3%83%AB%E3%83%BB%E3%83%AD%E3%82%BC+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E5%AF%8C%E7%94%B0%E6%9E%97%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,パピオスあかし,兵庫県,明石市,"パピオスあかし, 1, 明石市, 兵庫県, 673-0891, 日本",34.6480547,134.9922900,https://nominatim.openstreetmap.org/search?q=%E3%83%91%E3%83%94%E3%82%AA%E3%82%B9%E3%81%82%E3%81%8B%E3%81%97+%E5%85%B5%E5%BA%AB%E7%9C%8C+%E6%98%8E%E7%9F%B3%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,ムコダンモール,兵庫県,西宮市,"ムコダンモール, 西宮市, 兵庫県, 662-8567, 日本",34.7047633,135.3734184,https://nominatim.openstreetmap.org/search?q=%E3%83%A0%E3%82%B3%E3%83%80%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB+%E5%85%B5%E5%BA%AB%E7%9C%8C+%E8%A5%BF%E5%AE%AE%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,イオンモール伊丹,兵庫県,伊丹市,"イオンモール伊丹, 伊丹豊中線, 藤ノ木二丁目, 伊丹市, 兵庫県, 664-8799, 日本",34.7817198,135.4237043,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E4%BC%8A%E4%B8%B9+%E5%85%B5%E5%BA%AB%E7%9C%8C+%E4%BC%8A%E4%B8%B9%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,イオンモール伊丹昆陽,兵庫県,伊丹市,"イオンモール伊丹昆陽, 伊丹市, 兵庫県, 日本",34.7848640,135.3814545,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E4%BC%8A%E4%B8%B9%E6%98%86%E9%99%BD+%E5%85%B5%E5%BA%AB%E7%9C%8C+%E4%BC%8A%E4%B8%B9%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,アミュプラザ鹿児島,鹿児島県,鹿児島市,"アミュプラザ鹿児島, 1, 中央町, 中央, 鹿児島市, 鹿児島県, 890-0053, 日本",31.5841308,130.5425444,https://nominatim.openstreetmap.org/search?q=%E3%82%A2%E3%83%9F%E3%83%A5%E3%83%97%E3%83%A9%E3%82%B6%E9%B9%BF%E5%85%90%E5%B3%B6+%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C+%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,フレスポジャングルパーク,鹿児島県,鹿児島市,"フレスポジャングルパーク, 与次郎, 中央, 鹿児島市, 鹿児島県, 892-8677, 日本",31.5705463,130.5653633,https://nominatim.openstreetmap.org/search?q=%E3%83%95%E3%83%AC%E3%82%B9%E3%83%9D%E3%82%B8%E3%83%A3%E3%83%B3%E3%82%B0%E3%83%AB%E3%83%91%E3%83%BC%E3%82%AF+%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C+%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,たわわタウン谷山,鹿児島県,鹿児島市,"たわわタウン谷山, 西谷山, 鹿児島市, 鹿児島県, 892-8677, 日本",31.5261353,130.5063422,https://nominatim.openstreetmap.org/search?q=%E3%81%9F%E3%82%8F%E3%82%8F%E3%82%BF%E3%82%A6%E3%83%B3%E8%B0%B7%E5%B1%B1+%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C+%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,センテラス天文館,鹿児島県,鹿児島市,"センテラス天文館, 1, 千日町, 中央, 鹿児島市, 鹿児島県, 892-8677, 日本",31.5900759,130.5545632,https://nominatim.openstreetmap.org/search?q=%E3%82%BB%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E5%A4%A9%E6%96%87%E9%A4%A8+%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C+%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,イオンかのやショッピングセンター,鹿児島県,鹿屋市,"イオンかのやショッピングセンター, 1, 白崎町, 鹿屋市, 鹿児島県, 893-0016, 日本",31.3786570,130.8561939,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%81%8B%E3%81%AE%E3%82%84%E3%82%B7%E3%83%A7%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC+%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C+%E9%B9%BF%E5%B1%8B%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,イオン隼人国分ショッピングセンター,鹿児島県,霧島市,"イオン隼人国分ショッピングセンター, 北永野田小浜線, 隼人町内山田一丁目, 隼人町見次, 霧島市, 鹿児島県, 899-4394, 日本",31.7380738,130.7418590,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E9%9A%BC%E4%BA%BA%E5%9B%BD%E5%88%86%E3%82%B7%E3%83%A7%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC+%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C+%E9%9C%A7%E5%B3%B6%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,フレスポ国分,鹿児島県,霧島市,"フレスポ国分, 国分霧島線, 国分広瀬二丁目, 国分福島, 霧島市, 鹿児島県, 899-4394, 日本",31.7222831,130.7560496,https://nominatim.openstreetmap.org/search?q=%E3%83%95%E3%83%AC%E3%82%B9%E3%83%9D%E5%9B%BD%E5%88%86+%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C+%E9%9C%A7%E5%B3%B6%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,ソレイユタウン加治木,鹿児島県,姶良市,"ソレイユタウン加治木, 加治木町新生町, 姶良市, 鹿児島県, 日本",31.7369511,130.6560648,https://nominatim.openstreetmap.org/search?q=%E3%82%BD%E3%83%AC%E3%82%A4%E3%83%A6%E3%82%BF%E3%82%A6%E3%83%B3%E5%8A%A0%E6%B2%BB%E6%9C%A8+%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C+%E5%A7%B6%E8%89%AF%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,イオンタウン姶良,鹿児島県,姶良市,"イオンタウン姶良 東街区, 宮島町, 姶良市, 鹿児島県, 日本",31.7335004,130.6288935,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E5%A7%B6%E8%89%AF+%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C+%E5%A7%B6%E8%89%AF%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match
,吹田グリーンプレイス,大阪府,吹田市,"吹田グリーンプレイス, 大阪高槻京都線, 西の庄町, 吹田市, 大阪府, 564-0082, 日本",34.7647760,135.5204397,https://nominatim.openstreetmap.org/search?q=%E5%90%B9%E7%94%B0%E3%82%B0%E3%83%AA%E3%83%BC%E3%83%B3%E3%83%97%E3%83%AC%E3%82%A4%E3%82%B9+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E5%90%B9%E7%94%B0%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim_reviewed,medium,2026-07-16,reviewed_exact_facility_name_with_weak_osm_type:bicycle_rental
,VIERRA岸辺健都(ビエラ岸辺健都),大阪府,吹田市,"VIERRA岸辺健都, 45, 吹田市, 大阪府, 564-8567, 日本",34.7776559,135.5392636,VIERRA岸辺健都 大阪府 吹田市,osm_nominatim_retry,medium,2026-07-16,osm_retry_facility_name_match
,tonarie南千里アネックス(トナリエ南千里アネックス),大阪府,吹田市,"トナリエ南千里アネックス, 吹田箕面線, 千里山西六丁目, 吹田市, 大阪府, 565-0862, 日本",34.7861419,135.5059489,tonarie南千里アネックス 大阪府 吹田市,osm_nominatim_retry,medium,2026-07-16,osm_retry_facility_name_match
,イオンモール大日,大阪府,守口市,"イオンモール大日, 京都守口線, 大日町三丁目, 守口市, 大阪府, 570-0016, 日本",34.7494258,135.5809909,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E5%A4%A7%E6%97%A5+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E5%AE%88%E5%8F%A3%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim_reviewed,medium,2026-07-16,reviewed_exact_facility_name_with_weak_osm_type:bicycle_rental
,KUZUHA MALL,大阪府,枚方市,"くずはモール, 枚方交野寝屋川線, 町楠葉一丁目, 枚方市, 大阪府, 573-1178, 日本",34.8612958,135.6776615,KUZUHA MALL 大阪府 枚方市,osm_nominatim_retry,medium,2026-07-16,osm_retry_facility_name_match
,LINOAS(リノアス),大阪府,八尾市,"リノアス, 八尾市, 大阪府, 581-0803, 日本",34.6297687,135.6053300,LINOAS(リノアス) 大阪府 八尾市,osm_nominatim_retry,medium,2026-07-16,osm_retry_facility_name_match
,夙川グリーンタウン,兵庫県,西宮市,"夙川グリーンタウン, 山手幹線, 羽衣町, 西宮市, 兵庫県, 662-8567, 日本",34.7412723,135.3273261,https://nominatim.openstreetmap.org/search?q=%E5%A4%99%E5%B7%9D%E3%82%B0%E3%83%AA%E3%83%BC%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3+%E5%85%B5%E5%BA%AB%E7%9C%8C+%E8%A5%BF%E5%AE%AE%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim_reviewed,medium,2026-07-16,reviewed_exact_facility_name_with_weak_osm_type:apartments
,ACTA西宮(アクタ西宮),兵庫県,西宮市,"アクタ西宮, 2, 北口町, 西宮市, 兵庫県, 663-8035, 日本",34.7472409,135.3582655,ACTA西宮 兵庫県 西宮市,osm_nominatim_retry,medium,2026-07-16,osm_retry_facility_name_match
,阪急伊丹リータ,兵庫県,伊丹市,"阪急伊丹リータ南口前, 東通り商店街, 中央一丁目, 伊丹市, 兵庫県, 664-8799, 日本",34.7795664,135.4134732,https://nominatim.openstreetmap.org/search?q=%E9%98%AA%E6%80%A5%E4%BC%8A%E4%B8%B9%E3%83%AA%E3%83%BC%E3%82%BF+%E5%85%B5%E5%BA%AB%E7%9C%8C+%E4%BC%8A%E4%B8%B9%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim_reviewed,medium,2026-07-16,reviewed_facility_adjacent_poi_with_weak_osm_type:bicycle_rental
,Aity(アイティ),兵庫県,豊岡市,"Aity, 永楽通, 大手町, 正法寺, 豊岡市, 兵庫県, 668-0031, 日本",35.5446345,134.8148338,Aity 兵庫県 豊岡市,osm_nominatim_retry,medium,2026-07-16,osm_retry_facility_name_match
,スクエアモール鹿児島宇宿,鹿児島県,鹿児島市,"スクエアモール鹿児島宇宿, 産業道路, 宇宿二丁目, 宇宿, 鴨池, 鹿児島市, 鹿児島県, 892-8677, 日本",31.5433177,130.5426869,https://nominatim.openstreetmap.org/search?q=%E3%82%B9%E3%82%AF%E3%82%A8%E3%82%A2%E3%83%A2%E3%83%BC%E3%83%AB%E9%B9%BF%E5%85%90%E5%B3%B6%E5%AE%87%E5%AE%BF+%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C+%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim_reviewed,medium,2026-07-16,reviewed_exact_facility_name_with_weak_osm_type:parking
,イオンモール鹿児島,鹿児島県,鹿児島市,"イオンモール鹿児島内郵便局, 東開町, 鹿児島市, 鹿児島県, 892-8677, 日本",31.5279106,130.5358637,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E9%B9%BF%E5%85%90%E5%B3%B6+%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C+%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim_reviewed,medium,2026-07-16,reviewed_facility_inner_poi_with_weak_osm_type:post_office
,Corowa甲子園(コロワ甲子園),兵庫県,西宮市,兵庫県西宮市甲子園高潮町3-3,34.7236478,135.3616905,https://corowa.jp/access/,official_site,high,2026-07-16,official_address_verified
,金剛ショッピングモール,大阪府,富田林市,"100円ショップ ワッツ金剛ショッピングモール店, 森屋狭山線, 久野喜台一丁目, 富田林市, 大阪府, 584-0074, 日本",34.4958605,135.5658376,https://nominatim.openstreetmap.org/search?q=%E9%87%91%E5%89%9B%E3%82%B7%E3%83%A7%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E3%83%A2%E3%83%BC%E3%83%AB+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E5%AF%8C%E7%94%B0%E6%9E%97%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim,medium,2026-07-16,osm_candidate_facility_name_match_batch
,いこらも〜る泉佐野,大阪府,泉佐野市,"サイゼリヤ, 77, いこらもーる泉佐野, 泉佐野市, 大阪府, 598-0062, 日本",34.4226522,135.3285595,https://nominatim.openstreetmap.org/search?q=%E3%81%84%E3%81%93%E3%82%89%E3%82%82%E3%80%9C%E3%82%8B%E6%B3%89%E4%BD%90%E9%87%8E+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E6%B3%89%E4%BD%90%E9%87%8E%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim_retry,medium,2026-07-16,osm_retry_candidate_facility_name_match_batch
,イオン加古川店,兵庫県,加古川市,"イオン, 国道2号, 野口町坂元北三丁目, 野口町坂元, 加古川市, 兵庫県, 675-0012, 日本",34.7491512,134.8623872,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E5%8A%A0%E5%8F%A4%E5%B7%9D%E5%BA%97+%E5%85%B5%E5%BA%AB%E7%9C%8C+%E5%8A%A0%E5%8F%A4%E5%B7%9D%E5%B8%82&format=jsonv2&limit=3&addressdetails=1&countrycodes=jp,osm_nominatim_retry,medium,2026-07-16,osm_retry_candidate_facility_name_match_batch
,イオンレイクタウン,埼玉県,越谷市,"イオンレイクタウン OUTLET, 1, レイクタウン四丁目, レイクタウン, 越谷市, 埼玉県, 343-0828, 日本",35.8803492,139.8252498,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%AC%E3%82%A4%E3%82%AF%E3%82%BF%E3%82%A6%E3%83%B3+%E5%9F%BC%E7%8E%89%E7%9C%8C+%E8%B6%8A%E8%B0%B7%E5%B8%82&format=jsonv2&limit=5&addressdetails=1&countrycodes=jp,osm_nominatim_large_batch,medium,2026-07-16,large_facility_batch_name_match:イオンレイクタウン OUTLET;query:イオンレイクタウン 埼玉県 越谷市
,イオンモール幕張新都心,千葉県,千葉市美浜区,"イオンモール幕張新都心, 千葉船橋海浜線, 浜田二丁目, 美浜区, 千葉市, 千葉県, 261-8535, 日本",35.6546826,140.0304548,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E5%B9%95%E5%BC%B5%E6%96%B0%E9%83%BD%E5%BF%83+%E5%8D%83%E8%91%89%E7%9C%8C+%E5%8D%83%E8%91%89%E5%B8%82%E7%BE%8E%E6%B5%9C%E5%8C%BA&format=jsonv2&limit=5&addressdetails=1&countrycodes=jp,osm_nominatim_large_batch,medium,2026-07-16,large_facility_batch_name_match:イオンモール幕張新都心;query:イオンモール幕張新都心 千葉県 千葉市美浜区
,パークプレイス大分,大分県,大分市,"パークプレイス大分, 大字松岡, 大分市, 大分県, 870-8504, 日本",33.1950635,131.6575728,https://nominatim.openstreetmap.org/search?q=%E3%83%91%E3%83%BC%E3%82%AF%E3%83%97%E3%83%AC%E3%82%A4%E3%82%B9%E5%A4%A7%E5%88%86+%E5%A4%A7%E5%88%86%E7%9C%8C+%E5%A4%A7%E5%88%86%E5%B8%82&format=jsonv2&limit=5&addressdetails=1&countrycodes=jp,osm_nominatim_large_batch,medium,2026-07-16,large_facility_batch_name_match:パークプレイス大分;query:パークプレイス大分 大分県 大分市
,イオンモール新利府,宮城県,宮城郡利府町,"イオンモール新利府, 飯土井, 利府町, 宮城郡, 宮城県, 981-0114, 日本",38.3225372,140.9721824,https://nominatim.openstreetmap.org/search?q=%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%A2%E3%83%BC%E3%83%AB%E6%96%B0%E5%88%A9%E5%BA%9C+%E5%AE%AE%E5%9F%8E%E7%9C%8C+%E5%AE%AE%E5%9F%8E%E9%83%A1%E5%88%A9%E5%BA%9C%E7%94%BA&format=jsonv2&limit=5&addressdetails=1&countrycodes=jp,osm_nominatim_large_batch,medium,2026-07-16,large_facility_batch_name_match:イオンモール新利府;query:イオンモール新利府 宮城県 宮城郡利府町
,あべのハルカス,大阪府,大阪市阿倍野区,"あべのハルカス, 43, 阿倍野筋一丁目, 阿倍野筋, 阿倍野区, 大阪市, 大阪府, 545-8545, 日本",34.6457685,135.5140068,https://nominatim.openstreetmap.org/search?q=%E3%81%82%E3%81%B9%E3%81%AE%E3%83%8F%E3%83%AB%E3%82%AB%E3%82%B9+%E5%A4%A7%E9%98%AA%E5%BA%9C+%E5%A4%A7%E9%98%AA%E5%B8%82%E9%98%BF%E5%80%8D%E9%87%8E%E5%8C%BA&format=jsonv2&limit=5&addressdetails=1&countrycodes=jp,osm_nominatim_large_batch,medium,2026-07-16,large_facility_batch_name_match:あべのハルカス;query:あべのハルカス 大阪府 大阪市阿倍野区
